48.20844,16.37401,0.0
48.20846,16.37398,0.003
48.20847,16.37396,0.005
48.20848,16.37395,0.006
48.2085,16.37393,0.009
48.20851,16.37393,0.01
48.20852,16.37392,0.011
48.20854,16.37392,0.014
48.20856,16.37393,0.016
48.20859,16.37396,0.02
48.20868,16.37403,0.031
48.20869,16.37404,0.033
48.20869,16.37405,0.033
48.20869,16.37406,0.034
48.20869,16.37407,0.035
48.20866,16.37419,0.044
48.20865,16.37419,0.046
48.20865,16.3742,0.046
48.20864,16.3742,0.047
48.20863,16.3742,0.048
48.20852,16.37418,0.061
48.2085,16.37416,0.063
48.2085,16.37415,0.064
48.20849,16.37414,0.066
48.20848,16.37412,0.067
48.20848,16.3741,0.069
48.20848,16.37408,0.07
48.20848,16.37406,0.072
48.20848,16.37404,0.073
48.20849,16.37403,0.075
48.20849,16.37402,0.075
48.2085,16.37401,0.077
48.20851,16.374,0.078
48.20853,16.37399,0.08
48.20854,16.37399,0.082
48.20856,16.374,0.084
48.20857,16.374,0.085
48.20859,16.37402,0.088
48.20863,16.37407,0.094
48.20863,16.37407,0.094
48.20866,16.37398,0.101
48.20876,16.37367,0.127
48.20885,16.37347,0.144
48.20891,16.37335,0.156
48.20905,16.37307,0.182
48.20915,16.37291,0.198
48.20915,16.37291,0.198
48.20965,16.3735,0.269
48.2098,16.37369,0.291
48.21014,16.37417,0.343
48.21018,16.37424,0.349
48.21052,16.37467,0.399
48.2106,16.37478,0.411
48.21065,16.37485,0.419
48.2107,16.37493,0.427
48.21074,16.37499,0.433
48.21079,16.37507,0.441
48.21082,16.37515,0.448
48.21087,16.37526,0.458
48.21096,16.37546,0.476
48.21111,16.37558,0.495
48.21128,16.37573,0.517
48.21139,16.37583,0.531
48.21152,16.37594,0.548
48.21182,16.37621,0.586
48.21195,16.37634,0.604
48.21227,16.37661,0.645
48.21227,16.37661,0.645
48.21222,16.37672,0.655
48.21215,16.37688,0.669
48.21211,16.37698,0.677
48.21207,16.37714,0.69
48.21199,16.37737,0.709
48.21192,16.37764,0.731
48.21185,16.37789,0.751
48.2118,16.37809,0.767
48.21179,16.37814,0.771
48.21171,16.37848,0.798
48.21166,16.37874,0.818
48.21162,16.37889,0.83
48.2116,16.37901,0.839
48.21158,16.37914,0.849
48.21155,16.3793,0.861
48.21153,16.37945,0.873
48.21152,16.37955,0.88
48.21151,16.37965,0.888
48.21149,16.37982,0.9
48.21149,16.37993,0.909
48.21149,16.38002,0.915
48.21146,16.38058,0.957
48.21144,16.38108,0.994
48.21143,16.38148,1.024
48.21141,16.38189,1.055
48.21138,16.38243,1.095
48.21137,16.38288,1.128
48.21131,16.38358,1.181
48.21125,16.38437,1.24
48.21121,16.38472,1.266
48.21122,16.38483,1.275
48.21122,16.38489,1.279
48.21123,16.38494,1.283
48.21124,16.385,1.287
48.21125,16.38506,1.292
48.2113,16.38519,1.303
48.21134,16.38526,1.31
48.21139,16.38538,1.321
48.21143,16.38548,1.329
48.21147,16.38557,1.337
48.21149,16.38562,1.342
48.21158,16.3859,1.365
48.2116,16.38597,1.37
48.21163,16.38604,1.376
48.21167,16.38613,1.385
48.21169,16.38618,1.389
48.21173,16.38624,1.395
48.21175,16.38628,1.399
48.21176,16.3863,1.401
48.21181,16.38635,1.407
48.21186,16.3864,1.414
48.21189,16.38643,1.418
48.21193,16.38646,1.423
48.212,16.38651,1.432
48.21212,16.38658,1.446
48.21212,16.38658,1.446
48.2122,16.38663,1.456
48.21227,16.38668,1.464
48.21233,16.38673,1.472
48.21239,16.38678,1.48
48.21243,16.38683,1.485
48.21247,16.38687,1.491
48.21252,16.38693,1.498
48.21254,16.38698,1.502
48.21257,16.38703,1.507
48.2126,16.38711,1.514
48.21263,16.38719,1.521
48.21269,16.38742,1.539
48.21281,16.38791,1.578
48.21284,16.38804,1.588
48.21286,16.38811,1.594
48.21288,16.38824,1.604
48.21291,16.3884,1.616
48.21293,16.38858,1.63
48.21296,16.38879,1.646
48.21297,16.38897,1.659
48.21297,16.38897,1.659
48.213,16.38918,1.675
48.21301,16.38935,1.688
48.21302,16.38946,1.696
48.21304,16.38962,1.708
48.21304,16.38971,1.715
48.21304,16.38979,1.721
48.21303,16.38991,1.73
48.21301,16.39014,1.747
48.21299,16.39035,1.763
48.21298,16.3905,1.774
48.21296,16.39061,1.782
48.21296,16.39067,1.787
48.21295,16.39074,1.792
48.21292,16.39092,1.806
48.21282,16.39142,1.845
48.21279,16.39162,1.86
48.21274,16.3919,1.881
48.2127,16.39206,1.894
48.21268,16.39218,1.903
48.21266,16.39227,1.91
48.21265,16.39233,1.915
48.21263,16.39241,1.921
48.2126,16.39248,1.927
48.21259,16.39253,1.931
48.21257,16.39257,1.935
48.21256,16.39261,1.938
48.21254,16.39266,1.943
48.21252,16.3927,1.946
48.2125,16.39274,1.95
48.21247,16.3928,1.956
48.21244,16.39286,1.961
48.21241,16.39292,1.967
48.21237,16.39298,1.973
48.21234,16.39303,1.978
48.21231,16.39307,1.982
48.21227,16.39313,1.989
48.21222,16.39319,1.996
48.21218,16.39324,2.002
48.2121,16.39333,2.013
48.21201,16.39343,2.025
48.21194,16.39349,2.034
48.21185,16.39357,2.046
48.21164,16.39376,2.073
48.21154,16.39385,2.086
48.21149,16.3939,2.093
48.21141,16.39396,2.103
48.2113,16.39405,2.117
48.21104,16.39427,2.15
48.21095,16.39434,2.161
48.21086,16.39441,2.173
48.21064,16.39456,2.199
48.21039,16.39472,2.23
48.21019,16.39485,2.254
48.21009,16.39492,2.266
48.21004,16.39495,2.272
48.21001,16.39497,2.276
48.20934,16.39536,2.356
48.20926,16.3954,2.365
48.20909,16.3955,2.385
48.20888,16.3956,2.41
48.20877,16.39566,2.423
48.20849,16.39578,2.455
48.20834,16.39585,2.473
48.20821,16.3959,2.488
48.2081,16.39594,2.5
48.20805,16.39596,2.506
48.20801,16.39597,2.511
48.20793,16.39599,2.52
48.20781,16.39601,2.533
48.20764,16.39604,2.552
48.20735,16.39608,2.584
48.20712,16.39612,2.61
48.20687,16.39617,2.638
48.20674,16.3962,2.653
48.20657,16.39624,2.672
48.20629,16.3963,2.703
48.20595,16.39638,2.742
48.20587,16.39639,2.751
48.20564,16.39643,2.776
48.20533,16.39649,2.811
48.20519,16.39652,2.827
48.20496,16.39658,2.853
48.20482,16.39662,2.869
48.20463,16.39669,2.89
48.20455,16.39673,2.9
48.20449,16.39677,2.907
48.2044,16.39682,2.918
48.20425,16.39692,2.936
48.20407,16.39708,2.959
48.20399,16.39714,2.969
48.20376,16.39735,2.999
48.2036,16.39751,3.021
48.20348,16.39764,3.037
48.20335,16.39779,3.055
48.20331,16.39783,3.061
48.2029,16.39846,3.126
48.20271,16.39882,3.16
48.20256,16.39915,3.19
48.20249,16.39934,3.206
48.20243,16.39952,3.221
48.20237,16.39972,3.237
48.20231,16.39996,3.256
48.20229,16.40003,3.262
48.20225,16.40023,3.277
48.20193,16.40195,3.41
48.2018,16.4026,3.461
48.20167,16.4033,3.515
48.20166,16.40337,3.52
48.20163,16.40348,3.529
48.20142,16.40445,3.605
48.2013,16.40495,3.644
48.2012,16.40531,3.673
48.20114,16.40548,3.687
48.20109,16.40561,3.698
48.20098,16.40587,3.721
48.20086,16.40611,3.744
48.20068,16.40642,3.774
48.20059,16.40655,3.788
48.20052,16.40665,3.799
48.20043,16.40677,3.812
48.20033,16.40688,3.826
48.20029,16.40693,3.832
48.20016,16.40705,3.849
48.20005,16.40715,3.863
48.19996,16.40722,3.874
48.19985,16.40731,3.888
48.19957,16.40751,3.923
48.19926,16.40777,3.962
48.19912,16.40788,3.98
48.19862,16.40828,4.043
48.19855,16.40834,4.052
48.19839,16.40847,4.072
48.19795,16.40884,4.128
48.19768,16.40909,4.164
48.19691,16.40981,4.265
48.19662,16.4101,4.303
48.19653,16.41019,4.315
48.19645,16.41026,4.326
48.19644,16.41027,4.327
48.19636,16.41036,4.338
48.19632,16.41041,4.344
48.19613,16.41063,4.371
48.19594,16.41087,4.398
48.19576,16.41112,4.426
48.19563,16.41129,4.445
48.1954,16.41157,4.478
48.19516,16.41187,4.513
48.19502,16.41205,4.533
48.19491,16.41222,4.551
48.19481,16.41237,4.567
48.19472,16.41252,4.582
48.19431,16.41318,4.648
48.19431,16.41318,4.648
48.19429,16.41319,4.651
48.19427,16.41319,4.653
48.19424,16.41321,4.657
48.19421,16.41323,4.66
48.19418,16.41326,4.664
48.19415,16.41333,4.671
48.19407,16.41343,4.682
48.19401,16.41352,4.692
48.19394,16.41359,4.701
48.19382,16.41368,4.716
48.1937,16.41376,4.73
48.19359,16.41382,4.744
48.19353,16.41384,4.75
48.19353,16.41384,4.75
48.19342,16.41387,4.763
48.19331,16.41389,4.775
48.19321,16.41388,4.786
48.19308,16.41387,4.801
48.19299,16.41386,4.811
48.1928,16.41382,4.832
48.19266,16.41378,4.848
48.19236,16.41374,4.881
48.19232,16.41373,4.886
48.19224,16.4137,4.895
48.19221,16.41369,4.899
48.19202,16.41367,4.92
48.19191,16.41366,4.932
48.19174,16.41365,4.951
48.19158,16.41361,4.969
48.19141,16.41353,4.989
48.19135,16.4135,4.996
48.19125,16.41344,5.008
48.19119,16.4134,5.015
48.19113,16.41336,5.022
48.191,16.41323,5.04
48.19091,16.41312,5.053
48.19079,16.41303,5.068
48.19069,16.41288,5.083
48.18962,16.41131,5.25
48.18946,16.41107,5.275
48.1893,16.41083,5.3
48.18915,16.41063,5.323
48.1886,16.40982,5.409
48.18797,16.4089,5.507
48.18764,16.40841,5.558
48.18735,16.408,5.603
48.18707,16.40759,5.646
48.18661,16.40692,5.718
48.18626,16.40641,5.772
48.18613,16.40625,5.791
48.18586,16.4059,5.83
48.18576,16.4058,5.844
48.18566,16.40569,5.858
48.1855,16.40552,5.879
48.18537,16.40541,5.896
48.18522,16.40527,5.916
48.18514,16.4052,5.926
48.18509,16.40517,5.932
48.18504,16.40513,5.938
48.18469,16.40489,5.981
48.18466,16.40487,5.985
48.1846,16.40483,5.992
48.18441,16.40471,6.015
48.18435,16.40466,6.023
48.18422,16.40459,6.038
48.18407,16.4045,6.056
48.18388,16.4044,6.078
48.18381,16.40437,6.086
48.18376,16.40434,6.092
48.18374,16.40433,6.095
48.18351,16.40422,6.122
48.1833,16.40412,6.146
48.18326,16.40411,6.151
48.18322,16.40409,6.155
48.18273,16.4039,6.212
48.18254,16.40384,6.233
48.18216,16.40373,6.276
48.18208,16.4037,6.285
48.18197,16.40365,6.298
48.18193,16.40363,6.303
48.18186,16.40359,6.311
48.18176,16.40353,6.323
48.18169,16.40348,6.332
48.18162,16.40343,6.34
48.18146,16.40329,6.361
48.18135,16.40318,6.376
48.18126,16.40307,6.389
48.18119,16.40298,6.399
48.1811,16.40286,6.412
48.18093,16.40261,6.439
48.18074,16.4023,6.47
48.18065,16.40217,6.484
48.18057,16.40203,6.498
48.18049,16.40193,6.509
48.18041,16.40182,6.521
48.18033,16.40171,6.534
48.18013,16.40145,6.563
48.17999,16.4013,6.582
48.17986,16.40118,6.599
48.17973,16.40106,6.616
48.1796,16.40094,6.633
48.17947,16.40083,6.65
48.17944,16.40081,6.653
